CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Total_Numero_Cotistas;Valor_Ativo;Patrimonio_Liquido;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes
00.332.266/0001-31;01/01/2022;1;15/02/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;2947760.34;74934.79;0;4511;561929944.4;554879108.67;1,98161E+14;0.000129;0.002201;-0.003031;0.005232
00.332.266/0001-31;01/02/2022;1;15/03/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;2052891.93;121749.16;0;4494;561300539.33;555145637.12;1,98256E+13;0.000213;0.004113;0.00048;0.003633
00.332.266/0001-31;01/03/2022;2;26/04/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;2333007.63;98301.39;0;4424;561331342.9;554940922.77;1,98183E+14;0.000171;0.003767;-0.000369;0.004136
00.332.266/0001-31;01/04/2022;1;16/05/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;1997104.55;98364.65;0;4386;566565665.81;555304531.49;1,98312E+14;0.000171;0.004187;0.000655;0.003532
00.332.266/0001-31;01/05/2022;1;15/06/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;2137210;98326.46;0;4304;562259241.46;555123785.59;1,98248E+14;0.000171;0.003457;-0.000325;0.003782
00.332.266/0001-31;01/06/2022;1;15/07/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;2137315;88403.69;0;4224;562559970.39;555534308.48;1,98395E+14;0.000171;0.004523;0.00074;0.003783
00.332.266/0001-31;01/07/2022;1;15/08/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;2052414.99;108540.18;0;4171;563597402.6;557034773.89;1,9893E+14;0.000189;0.00633;0.002701;0.003629
00.332.266/0001-31;01/08/2022;1;15/09/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;1491751.39;108507.95;0;4131;561656160.28;555549403.82;1,984E+14;0.000189;-5.3E-05;-0.002667;0.002614
00.332.266/0001-31;01/09/2022;1;14/10/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;2697623.4;108492.44;0;4076;562598872.43;555257143.9;1,98296E+14;0.000189;0.004262;-0.000526;0.004788
00.332.266/0001-31;01/10/2022;1;16/11/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;1631633.59;108510.35;0;4033;562503758.46;556259429.91;1,98654E+14;0.000189;0.004679;0.001805;0.002874
00.332.266/0001-31;01/11/2022;1;15/12/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;1574356.39;108496.02;0;3991;562330518.19;556120262.6;1,98604E+14;0.000189;0.002519;-0.00025;0.002769
00.332.266/0001-31;01/12/2022;1;16/01/2023;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;24/11/1994;INVESTIDORES EM GERAL;BRFVPQCTF015;2800149;N;N;Renda;Shoppings;Passiva;Indeterminado;3661257.98;108068.88;0;3930;547761960.25;538371403.16;1,92265E+14;0.000195;-0.025396;-0.031916;0.00652
00.613.094/0001-74;01/01/2022;1;02/02/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;430;1132559.66;-7949662.93;-1,04822E+14;0;-0.0036;-0.0036;0
00.613.094/0001-74;01/02/2022;1;04/03/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;431;1142740.17;-8707885.16;-1,14819E+14;0;-0.0524;-0.0524;0
00.613.094/0001-74;01/03/2022;1;05/04/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;439;1153083.58;-9092234.96;-1,19887E+14;0;-0.0441;-0.0441;0
00.613.094/0001-74;01/04/2022;1;03/05/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;456;1160682.67;-9546407.61;-1,25876E+14;0;-0.05;-0.05;0
00.613.094/0001-74;01/05/2022;1;03/06/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;455;1163650.85;-9870075.03;-1,30143E+14;0;-0.0339;-0.0339;0
00.613.094/0001-74;01/06/2022;1;05/07/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;452;1166625.97;-10251131.4;-1,35168E+14;0;-0.0386;-0.0386;0
00.613.094/0001-74;01/07/2022;1;03/08/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;457;1167737.02;-10622559.8;-1,40065E+14;0;-0.0362;-0.0362;0
00.613.094/0001-74;01/08/2022;1;05/09/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;492;1163449.76;-10950151.5;-1,44385E+14;0;-0.0308;-0.0308;0
00.613.094/0001-74;01/09/2022;1;03/10/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;508;1158093.8;-11316865.81;-1,4922E+14;0;-0.0335;-0.0335;0
00.613.094/0001-74;01/10/2022;1;01/11/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;513;1152267.05;-11662557.74;-1,53778E+13;0;-0.0305;-0.0305;0
00.613.094/0001-74;01/11/2022;1;01/12/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;664;1149012;-12026292.32;-1,58575E+14;0;-0.0312;-0.0312;0
00.613.094/0001-74;01/12/2022;1;05/01/2023;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Venda;Híbrido;Passiva;Indeterminado;0;0;0;710;1151483.07;-12075566.9;-1,59224E+14;0;-0.0041;-0.0041;0
00.762.723/0001-28;01/01/2022;1;09/02/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;12225.65;44334.1;0;3633;122690672.28;119008191.84;4,09981E+14;0.000372;-0.053224;-0.053755;0.000531
00.762.723/0001-28;01/02/2022;1;10/03/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;44378.28;0;3568;121441612.88;118462423.71;4,08101E+14;0.000374;-0.004586;-0.004586;0
00.762.723/0001-28;01/03/2022;1;11/04/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;44348.43;0;3488;121435525.09;118436525.43;4,08012E+14;0.000374;-0.000219;-0.000219;0
00.762.723/0001-28;01/04/2022;1;10/05/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;44366.34;0;3427;120706596.04;118328149.81;4,07638E+14;0.000374;-0.000915;-0.000915;0
00.762.723/0001-28;01/05/2022;1;09/06/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;44343.65;0;3399;120046115.01;117762540.94;4,0569E+14;0.000376;-0.00478;-0.00478;0
00.762.723/0001-28;01/06/2022;1;11/07/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;39963.9;0;3356;119308294.85;117123446.31;4,03488E+14;0.000378;-0.005427;-0.005427;0
00.762.723/0001-28;01/07/2022;1;09/08/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;44322.16;0;3329;118762832.93;116560622.53;4,01549E+14;0.00038;-0.004805;-0.004805;0
00.762.723/0001-28;01/08/2022;1;13/09/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;44303.06;0;3309;118066846.8;115874720.49;3,99186E+14;0.000382;-0.005885;-0.005885;0
00.762.723/0001-28;01/09/2022;1;11/10/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;44294.7;0;3287;116970374.61;115306542.84;3,97229E+14;0.000384;-0.004903;-0.004903;0
00.762.723/0001-28;01/10/2022;1;10/11/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;47423.9;0;3279;116399881.92;114700976.77;3,95143E+14;0.000418;-0.005252;-0.005252;0
00.762.723/0001-28;01/11/2022;1;12/12/2022;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;47934.53;0;3239;106232917.3;104537496.57;3,6013E+14;0.000458;-0.088608;-0.088608;0
00.762.723/0001-28;01/12/2022;1;10/01/2023;FII CENTRO TEXTIL INTERNACIONAL;18/08/1995;INVESTIDORES EM GERAL;BRCTXTCTF014;2902772;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;15.85;47975.89;0;3229;105597909.86;105535568.13;3,63568E+14;0.000454;0.009547;0.009547;0
00.868.235/0001-08;01/01/2022;1;15/02/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;0;50846.24;0;7;103505276;103372804.55;1,90317E+14;0.000492;0.004147;0.004147;0
00.868.235/0001-08;01/02/2022;1;14/03/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;0;50846.24;0;7;103908878.86;103792922.1;1,91091E+14;0.00049;0.004064;0.004064;0
00.868.235/0001-08;01/03/2022;1;14/04/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;434528;50846.24;0;7;103320116.68;102785042.05;1,89235E+14;0.000495;-0.005524;-0.00971;0.004186
00.868.235/0001-08;01/04/2022;1;13/05/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;434528;50846.24;0;7;103521350.08;102963803.85;1,89564E+14;0.000494;0.005967;0.001739;0.004228
00.868.235/0001-08;01/05/2022;1;14/06/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;434528;58300.74;0;7;103705229.14;103156808.33;1,8992E+14;0.000565;0.006094;0.001874;0.00422
00.868.235/0001-08;01/06/2022;1;15/07/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;542473.66;58300.74;0;7;103884378.47;103228587.18;1,90052E+14;0.000565;0.005961;0.000696;0.005265
00.868.235/0001-08;01/07/2022;1;15/08/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;814740;58300.74;0;7;104006330.8;103082139.69;1,89782E+14;0.000566;0.006474;-0.001419;0.007893
00.868.235/0001-08;01/08/2022;1;14/09/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;543160;58300.74;0;7;103903910.34;103249675.49;1,90091E+14;0.000565;0.006894;0.001625;0.005269
00.868.235/0001-08;01/09/2022;1;14/10/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;703975.97;58300.74;0;7;103917492.86;103102754.94;1,8982E+14;0.000565;0.005416;-0.001423;0.006839
00.868.235/0001-08;01/10/2022;1;14/11/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;597476;58300.74;0;7;103916962.38;103165125.65;1,89935E+14;0.000565;0.0064;0.000605;0.005795
00.868.235/0001-08;01/11/2022;1;15/12/2022;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;540137.86;58300.74;0;7;109731140.14;109017198.23;2,00709E+14;0.000535;0.06199;0.056725;0.005265
00.868.235/0001-08;01/12/2022;1;13/01/2023;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;651792;58300.74;0;7;109119590.84;108262697.3;1,9932E+14;0.000539;-0.000942;-0.006921;0.005979
01.201.140/0001-90;01/01/2022;1;10/02/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;10114482.84;86466.62;0;19198;1131061086.63;1119557783.93;9,17382E+14;8.3E-05;0.011216;0.002823;0.008393
01.201.140/0001-90;01/02/2022;1;14/03/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;6189453.78;86574.19;0;19186;1127661900.09;1120197062.39;9,17906E+14;8.3E-05;0.005476;0.000571;0.004905
01.201.140/0001-90;01/03/2022;1;13/04/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;6810581.25;86670.19;0;19046;1129622021.61;1121419876;9,18908E+14;8.3E-05;0.006539;0.001092;0.005447
01.201.140/0001-90;01/04/2022;1;12/05/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;8636864.76;86750.92;0;19040;1130586259.38;1120646877.33;9,18275E+14;8.3E-05;0.006385;-0.000689;0.007074
01.201.140/0001-90;01/05/2022;1;09/06/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;7924497.04;86566.89;0;19130;1129628513.87;1120247855.81;9,17948E+14;8.3E-05;0.006069;-0.000356;0.006425
01.201.140/0001-90;01/06/2022;1;13/07/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;7306313.83;86069.57;0;19340;1128684570.33;1119895771.83;9,17659E+14;8.3E-05;0.005254;-0.000314;0.005568
01.201.140/0001-90;01/07/2022;1;10/08/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;7181157.1;93082.26;0;19303;1128318877.39;1119730179.17;9,17523E+14;8.3E-05;0.005628;-0.000148;0.005776
01.201.140/0001-90;01/08/2022;1;13/09/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;7441697.1;93378.78;0;19420;1128935024.81;1119952411.71;9,17706E+14;8.3E-05;0.006192;0.000198;0.005994
01.201.140/0001-90;01/09/2022;1;11/10/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;7049069.87;93354.77;0;19564;1130526473.52;1121743483.26;9,19173E+14;8.3E-05;0.007265;0.001599;0.005666
01.201.140/0001-90;01/10/2022;1;16/11/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;7422095.32;93394.49;0;19597;1131726403.51;1122584730.69;9,19862E+14;8.3E-05;0.006734;0.00075;0.005984
01.201.140/0001-90;01/11/2022;1;12/12/2022;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;12203832;N;N;Renda;Shoppings;Passiva;Indeterminado;8000354.18;93353.14;0;19548;1130275819.53;1120589958.8;9,18228E+14;8.3E-05;0.004746;-0.001777;0.006523
01.201.140/0001-90;01/12/2022;2;24/01/2023;FUNDO DE INVESTIMENTO GRAND PLAZA SHOPPING;17/05/1996;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;N;N;Renda;Shoppings;Passiva;Indeterminado;79082.39;90787.29;0;19484;437068395.08;430849356.99;9,14933E+14;0.000214;-0.003589;-0.003589;0
01.235.622/0001-61;01/01/2022;3;17/03/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;1858.61;2075115.8;8881034.39;57;3011575108.25;2569068488.97;2,74509E+14;0.000807730821077473;0.005793;0.005793;0
01.235.622/0001-61;01/02/2022;1;16/03/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;1858.61;1936996.09;8881034.39;57;3057466911.72;2591380519.6;2,76893E+14;0.000747476518924743;0.008685;0.008684;0.000001
01.235.622/0001-61;01/03/2022;2;29/04/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;1858.61;2262316.33;13608307.51;57;3146591523.75;2663328668.27;2,84581E+14;0.000849431899619628;0.027765;0.027764;0.000001
01.235.622/0001-61;01/04/2022;1;16/05/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;92001858.61;2008065.27;13608307.51;57;3138956725.31;2587128917.05;2,76439E+14;0.000776175186619504;0.006824;-0.02861;0.035434
01.235.622/0001-61;01/05/2022;2;17/06/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;1858.83;2258604.61;13608307.51;57;3048957283.34;2606845076.01;2,78545E+14;0.000866413056450976;0.00762;0.00762;
01.235.622/0001-61;01/06/2022;1;15/07/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;35217905.62;2172370.62;9323296.4;57;3154308137.47;2591794648.75;2,76937E+14;0.000838172353294932;0.007398;-0.005773;0.013171
01.235.622/0001-61;01/07/2022;2;15/08/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;35217905.62;2157828.88;9323296.4;57;3165216984.89;2611026661.1;2,78992E+14;0.000826429278623654;0.020591;0.00742;0.013171
01.235.622/0001-61;01/08/2022;1;15/09/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;1859.18;2383079.89;9323296.4;57;3168061773.27;2632589361.17;2,81296E+14;0.000905222791351284;0.008259;0.008258;0.000001
01.235.622/0001-61;01/09/2022;2;18/10/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;1859.18;2193824.47;9323296.4;57;3165612969.07;2651173386.82;2,83282E+14;0.000827491887519067;0.00706;0.007059;0.000001
01.235.622/0001-61;01/10/2022;1;16/11/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;1859.18;2193824.47;9323296.4;57;3169351080.13;2669579504.22;2,85249E+14;0.000821786527253472;-0.002142;-0.002142;
01.235.622/0001-61;01/11/2022;1;15/12/2022;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;935878;N;N;Híbrido;Híbrido;Ativa;Indeterminado;1859.18;2118713.91;9323296.4;57;3116169954.85;2685049375.2;2,86902E+14;0.000789078193335713;0.005795;0.005794;0.000001
01.235.622/0001-61;01/12/2022;2;17/01/2023;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;INVESTIDOR QUALIFICADO;BRFTCECTF005;9.498.220.000.031;N;N;Híbrido;Híbrido;Ativa;Indeterminado;81803612.86;2344090.72;;57;3261308819.93;2675838199.25;2,8172E+13;0.000876021098980131;0.026589;-0.00343;0.030019
01.356.517/0001-80;01/01/2022;1;09/02/2022;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;12/08/1996;INVESTIDORES EM GERAL;0;56701;S;S;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;93552424.79;;;6;251672980.57;153461641.45;2,70651E+14;0.0004;0.038687;0.038687;
01.356.517/0001-80;01/02/2022;1;15/03/2022;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;12/08/1996;INVESTIDORES EM GERAL;0;56701;S;S;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;91809424.79;;;6;253790526.18;157190991.11;2,77228E+14;0.0004;0.024302;0.024302;
01.356.517/0001-80;01/03/2022;1;12/04/2022;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;12/08/1996;INVESTIDORES EM GERAL;0;56701;S;S;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;91289424.79;;;6;259516281.47;163396494.2;2,88172E+14;0.0004;0.039477;0.039477;
