CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Total_Numero_Cotistas;Valor_Ativo;Patrimonio_Liquido;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes
29.299.737/0001-39;01/08/2022;1;15/09/2022;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30/07/2018;INVESTIDOR QUALIFICADO;BRRBTSCF002;56525;N;N;Híbrido;Outros;Ativa;Determinado;0;0;0;56;66132696.48;66031066.08;1,16817E+14;0.000198;-0.001422;-0.001422;0
29.299.737/0001-39;01/09/2022;1;17/10/2022;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30/07/2018;INVESTIDOR QUALIFICADO;BRRBTSCF002;56525;N;N;Híbrido;Outros;Ativa;Determinado;3750205.32;0;0;55;66068749.69;62219616.83;1,10075E+14;0.00021;-0.057722;-0.057722;0
29.299.737/0001-39;01/10/2022;1;16/11/2022;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30/07/2018;INVESTIDOR QUALIFICADO;BRRBTSCF002;56525;N;N;Híbrido;Outros;Ativa;Determinado;0;0;0;55;62266817.49;62169162.67;1,09985E+14;0.000243;-0.000811;-0.000811;0
29.299.737/0001-39;01/11/2022;1;15/12/2022;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30/07/2018;INVESTIDOR QUALIFICADO;BRRBTSCF002;56525;N;N;Híbrido;Outros;Ativa;Determinado;0;0;0;55;62251684.16;51964777.12;9,19324E+14;0.000252;-0.000299;-0.164139;0.16384
29.299.737/0001-39;01/12/2022;1;16/01/2023;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30/07/2018;INVESTIDOR QUALIFICADO;BRRBTSCF002;56525;N;N;Híbrido;Outros;Ativa;Determinado;8500000;0;0;55;70428286.85;61825976.14;1,09378E+14;0.000215;0.353339;0.189767;0.163572
29.467.977/0001-03;01/01/2022;1;15/02/2022;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;10362300;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;12416252.62;868140;0;88521;1105660069.35;1023024300.27;98725601;0.000849;-0.01028;-0.019469;0.009189
29.467.977/0001-03;01/02/2022;1;15/03/2022;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;10362300;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;14764048.43;887638.8;0;90012;1095846054.39;1010530550.26;97519909;0.000878;0.001224;-0.012213;0.013437
29.467.977/0001-03;01/03/2022;1;18/04/2022;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;10362300;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;13234510.93;882816.46;0;91152;1150538350.48;1023097184.47;98732635;0.000863;0.022202;0.012436;0.009766
29.467.977/0001-03;01/04/2022;1;16/05/2022;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;10362300;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;14786274.92;885215.11;0;94631;1128096704.39;1011747606.45;97637359;0.000875;0.002578;-0.011093;0.013671
29.467.977/0001-03;01/05/2022;2;24/06/2022;FII RBR RENDIMENTO HIGH GRADE;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;10840555;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;14369089.81;889303.2;0;98812;1137703608.48;1046711585.04;96555166;0.00085;0.00027;-0.011084;0.011354
29.467.977/0001-03;01/06/2022;1;15/07/2022;FII RBR RENDIMENTO HIGH GRADE;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;13438908;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;18286883.67;1040824.35;0;106783;1306454901.96;1286992996.41;95766188;0.000809;0.004458;-0.008171;0.012629
29.467.977/0001-03;01/07/2022;1;15/08/2022;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;13438908;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;20320802.68;1119818.55;0;110098;1307666714.16;1286088751.87;95698903;0.000871;0.012153;-0.000703;0.012856
29.467.977/0001-03;01/08/2022;1;15/09/2022;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;13438908;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;20784057.98;1097140.43;0;113281;1366249262.32;1295152748.04;96373362;0.000847;0.018903;0.007048;0.011855
29.467.977/0001-03;01/09/2022;1;17/10/2022;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;13438908;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;17404299.83;1079949.69;0;120262;1354487792.9;1286234896.08;95709778;0.00084;0.000881;-0.006886;0.007767
29.467.977/0001-03;01/10/2022;1;16/11/2022;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;13438908;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;14652181.52;1044906.34;0;125969;1369071422.06;1303094693.01;96964329;0.000802;0.018282;0.013108;0.005174
29.467.977/0001-03;01/11/2022;2;20/12/2022;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;13438908;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;14023468.36;1000730.91;0;128696;1347336941.76;1278723141.93;95150822;0.000783;-0.011966;-0.018703;0.006737
29.467.977/0001-03;01/12/2022;1;16/01/2023;RBR HIGH GRADE FII;02/05/2018;INVESTIDORES EM GERAL;BRRBRRCTF008;13438908;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;15560440.66;961872.78;0;128356;1366578840.2;1264255002.92;94074236;0.000761;-0.002756;-0.011315;0.008559
29.641.226/0001-53;01/01/2022;1;14/02/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;14/02/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;13988917.66;1219928.88;3928834.81;155299;2307490284.85;2185580215.78;1,1874E+14;0.000558;0.006658;0.000256;0.006402
29.641.226/0001-53;01/02/2022;1;15/03/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;14/02/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;13988918.42;1101631.64;4177649.39;156940;2340122122.1;2183937740.13;1,18651E+14;0.000504;0.005649;-0.000752;0.006401
29.641.226/0001-53;01/03/2022;1;13/04/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;14/02/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;15093306.66;1242088.24;4337149.54;158418;2344425456.47;2187188537.9;1,18827E+14;0.000568;0.0084;0.001489;0.006911
29.641.226/0001-53;01/04/2022;1;12/05/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;14/02/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;15093307.48;1108390.88;4790183.51;161242;2368445617.47;2187502617.24;1,18844E+14;0.000507;0.007045;0.000144;0.006901
29.641.226/0001-53;01/05/2022;1;14/06/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;14/02/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;15093308.3;1295635.69;4930314.37;165214;2371671491.94;2191214311.59;1,19046E+14;0.000591;0.008597;0.001697;0.0069
29.641.226/0001-53;01/06/2022;1;14/07/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;27/04/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;22087779.56;1264237.34;6561082.67;170794;2369824918.19;2176767038.29;1,18261E+14;0.000581;0.003487;-0.006593;0.01008
29.641.226/0001-53;01/07/2022;1;12/08/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;27/04/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;15093310.32;1271451.67;6276087.13;177709;2362689897.66;2176483482.74;1,18246E+14;0.000584;0.006804;-0.00013;0.006934
29.641.226/0001-53;01/08/2022;1;14/09/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;27/04/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;15093311.14;1433259.75;5769260.6;183374;2367837980.63;2188422001.09;1,18894E+14;0.000656;0.01242;0.005485;0.006935
29.641.226/0001-53;01/09/2022;1;14/10/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;27/04/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;15093311.14;1371240.23;5463506.92;187176;2370603862.57;2194855088.36;1,19244E+14;0.0006248;0.009837;0.00294;0.006897
29.641.226/0001-53;01/10/2022;1;11/11/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;27/04/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;15093311.14;1282679.57;5254712.54;188737;2397352331.12;2217103540.38;1,20452E+14;0.000579;0.017014;0.010137;0.006877
29.641.226/0001-53;01/11/2022;1;14/12/2022;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;27/04/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;15093311.96;1246004.73;5036831.18;188979;2386043197.64;2208731664.85;1,19998E+14;0.000564;0.003032;-0.003776;0.006808
29.641.226/0001-53;01/12/2022;1;12/01/2023;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;27/04/2018;INVESTIDORES EM GERAL;BRHGRUCTF002;18406458;N;N;Renda;Híbrido;Ativa;Indeterminado;36812934.86;1343712.35;8938029.6;189702;2505554071.88;2262020100.59;1,22893E+14;0.000594;0.040793;0.024126;0.016667
29.787.928/0001-40;01/01/2022;1;15/02/2022;BTGP CRED IMOBIL FII;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;6369679.48;384024.11;0;10682;508187993.27;472927195.2;98319679;0.000812;0.014232;0.00076;0.013472
29.787.928/0001-40;01/02/2022;1;15/03/2022;BTGP CRED IMOBIL FII;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;8132417.08;387020.09;0;11009;498310045.18;461078110.46;95856302;0.000839;-0.010648;-0.025055;0.014407
29.787.928/0001-40;01/03/2022;1;18/04/2022;BTGP CRED IMOBIL FII;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;8026233.68;396037.97;0;11809;502035566.82;464617244.4;96592074;0.000852;0.018921;0.007676;0.011245
29.787.928/0001-40;01/04/2022;1;16/05/2022;BTGP CRED IMOBIL FII;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;8750752.69;406553.51;0;12392;499357780.12;460994181.03;95838853;0.000882;0.006702;-0.007798;0.0145
29.787.928/0001-40;01/05/2022;1;14/06/2022;BTGP CRED IMOBIL FII;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;7725391.06;405657.06;0;13377;499254976.49;461585794.18;95961847;0.000879;0.012415;0.001283;0.011132
29.787.928/0001-40;01/06/2022;1;15/07/2022;FII  BTG PACTUAL CREDITO IMOBILIARIO;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;6192038.17;404653.42;0;14592;496528996.49;460092226.48;95651341;0.00088;0.006468;-0.003236;0.009704
29.787.928/0001-40;01/07/2022;1;15/08/2022;BTGP CRED IMOBIL FII;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;6366163.57;402470.84;0;15327;494093198.36;457159506.93;9504164;0.00088;0.007073;-0.006374;0.013447
29.787.928/0001-40;01/08/2022;1;15/09/2022;BTGP CRED IMOBIL FII;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;8771746.43;400477.96;0;16098;496153432.27;456444958.28;94893088;0.000877;0.015273;-0.001563;0.016836
29.787.928/0001-40;01/09/2022;1;17/10/2022;BTGP CRED IMOBIL FII;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;8282718.15;398268.01;0;16560;494900216.18;455338035.52;94662963;0.000875;0.006515;-0.002425;0.00894
29.787.928/0001-40;01/10/2022;1;16/11/2022;BTGP CRED IMOBIL FII;21/03/2018;INVESTIDORES EM GERAL;BRBTCRCTF006;4810097;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;7687015.39;393393.48;0;16934;497546635.62;458252683.73;95268907;0.000858;0.0146;0.006401;0.008199
29.800.650/0001-01;01/01/2022;1;15/02/2022;BRLPROP FII;14/03/2018;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1188485.49;36633.5;0;197;147841185.93;146528261.26;10855256;0.00025;0.008071;-2.8E-05;0.008099
29.800.650/0001-01;01/02/2022;1;15/03/2022;BRLPROP FII;14/03/2018;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1179776.22;36632.06;0;195;147817239.01;146540869.64;1085619;0.00025;0.008069;8.6E-05;0.007983
29.800.650/0001-01;01/03/2022;1;14/04/2022;BRLPROP FII;14/03/2018;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1185988.16;38126.88;0;196;147820108.76;146537952.64;108559739;0.00026;0.008005;-0.00002;0.008025
29.800.650/0001-01;01/04/2022;1;16/05/2022;BRLPROP FII;05/02/2019;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1187995.66;38607.08;0;196;147817119.47;146533435.64;108556393;0.000263;0.008008;-3.1E-05;0.008039
29.800.650/0001-01;01/05/2022;1;14/06/2022;BRLPROP FII;05/02/2019;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1179651.66;38607.08;0;192;147792208.78;146537108.3;108559114;0.000263;0.008007;2.5E-05;0.007982
29.800.650/0001-01;01/06/2022;1;15/07/2022;FUNDO DE INVESTIMENTO IMOBILIARIO  FII BRLPROP;05/02/2019;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1175183.78;38607.08;0;190;147784670.89;146534038.3;108556839;0.000263;0.00793;-2.1E-05;0.007951
29.800.650/0001-01;01/07/2022;1;15/08/2022;BRLPROP FII;05/02/2019;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1186822.24;38607.08;0;189;147793239.34;146530968.3;108554565;0.000263;0.00801;-2.1E-05;0.008031
29.800.650/0001-01;01/08/2022;1;15/09/2022;BRLPROP FII;05/02/2019;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1198133.79;38607.08;0;184;147801480.89;146527898.3;108552291;0.000263;0.008008;-2.1E-05;0.008029
29.800.650/0001-01;01/09/2022;1;17/10/2022;BRLPROP FII;05/02/2019;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1210494.52;38607.08;0;184;147810771.62;146524828.3;108550016;0.000263;0.008015;-2.1E-05;0.008036
29.800.650/0001-01;01/10/2022;1;16/11/2022;BRLPROP FII;05/02/2019;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1222982.63;38607.08;0;185;147820189.73;146521758.3;108547742;0.000263;0.008016;-2.1E-05;0.008037
29.800.650/0001-01;01/11/2022;1;15/12/2022;BRLPROP FII;05/02/2019;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1234980.58;38607.08;0;184;147829367.68;146515938.3;10854343;0.000264;0.007994;-0.00004;0.008034
29.800.650/0001-01;01/12/2022;1;16/01/2023;BRLPROP FII;05/02/2019;INVESTIDOR QUALIFICADO;BRBPRPCTF006;1349837;N;N;Renda;Outros;Passiva;Indeterminado;1319852.25;38607.08;0;181;148720919.35;147321058.3;109139887;0.000262;0.014027;0.005495;0.008532
29.852.732/0001-91;01/01/2022;1;15/02/2022;VALORA RE III FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;4506414;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;7587327.37;395979.57;26698.38;28656;497480218.32;437140913.98;97004162;0.000904;0.007487;-0.009033;0.01652
29.852.732/0001-91;01/02/2022;1;15/03/2022;VALORA RE III FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;4506414;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;8535250.67;399095.26;449526.61;29776;498329292.5;436203406.12;96796124;0.000915;0.011363;-0.002145;0.013508
29.852.732/0001-91;01/03/2022;1;18/04/2022;VALORA CRI CDI FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;5520769;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;9440301.43;402792.02;1142256.18;30903;599990774.2;535719360.76;9703709;0.000752;0.014303;0.002489;0.011814
29.852.732/0001-91;01/04/2022;2;25/05/2022;VALORA CRI CDI FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;7570766;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;8950324.62;411924.38;1025311;35367;743182322.23;731382825.14;96606186;0.000563;0.002275;-0.004419;0.006694
29.852.732/0001-91;01/05/2022;2;21/06/2022;VALORA CRI CDI FUNDO DE INVESTIMENTO IMOBILIARIO  FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;7570766;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;12748614;663413.15;2312635.69;35915;746689638.98;729972953.61;9641996;0.000909;0.011981;-0.001928;0.013909
29.852.732/0001-91;01/06/2022;1;15/07/2022;VALORA CRI CDI - FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;7570766;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;9043575.35;657273.96;1981985.71;36022;742544660.47;730786906.98;96527473;0.000899;0.009522;0.001115;0.008407
29.852.732/0001-91;01/07/2022;1;15/08/2022;VALORA CRI CDI FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;7570766;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;10069660.06;666824.36;599990.78;36351;742161748.06;730714063.7;96517851;0.000913;0.013632;-0.0001;0.013732
29.852.732/0001-91;01/08/2022;1;14/09/2022;VALORA CRI CDI FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;7570766;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;10832046.27;673109.51;1136048.27;45102;743530561.81;730770532.68;9652531;0.000921;0.014589;7.7E-05;0.014512
29.852.732/0001-91;01/09/2022;2;27/10/2022;VALORA CRI CDI FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;75707660;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;11438485.73;667932.56;1644061.64;58412;754134543.43;730139166.53;9644191;0.000915;0.013433;-0.000864;0.014297
29.852.732/0001-91;01/10/2022;1;16/11/2022;VALORA CRI CDI FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;75707660;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;11573370.04;665005.99;2191486.89;74541;780483628.28;729737220.52;9638882;0.000911;0.013113;-0.000551;0.013664
29.852.732/0001-91;01/11/2022;1;15/12/2022;VALORA CRI CDI FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;103221691;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;11476538.83;776134.02;2096771.68;89262;1007730366.37;993272195.2;9622708;0.000781;0.008117;-0.001678;0.009795
29.852.732/0001-91;01/12/2022;1;16/01/2023;VALORA CRI CDI FII;27/07/2018;INVESTIDORES EM GERAL;BRVGIRCTF008;103220707;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;11977294.1;898976.61;3328176.72;105040;1011295982.08;994983513.26;9639379;0.000904;0.013114;0.001732;0.011382
30.017.492/0001-99;01/01/2022;1;15/02/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;115362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;;29005.94;;79;114116081.28;111413907.36;9,65776E+14;0.000224;0.008984;0.008984;
30.017.492/0001-99;01/02/2022;1;14/03/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;115362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;;29005.94;;79;114472163.14;111754142.04;9,68726E+14;0.000224;0.003054;0.003054;
30.017.492/0001-99;01/03/2022;1;14/04/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;115362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;;29451.74;;79;115431720.55;112597660.31;9,76038E+14;0.000265;0.007548;0.007548;
30.017.492/0001-99;01/04/2022;1;13/05/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;115362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;;29451.74;;79;115803571.88;112956076.05;9,79145E+14;0.000261;0.003183;0.003183;
30.017.492/0001-99;01/05/2022;1;14/06/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;115362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;;29451.74;;80;116071459.74;113167187.95;9,80975E+14;0.00026;0.001869;0.001869;
30.017.492/0001-99;01/06/2022;1;14/07/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;115362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;;29451.74;;80;116328691.49;113411147.32;9,83089E+14;0.00026;0.002156;0.002156;
30.017.492/0001-99;01/07/2022;1;12/08/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;116362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;;29451.74;;81;118224936.72;115306137.93;9,90926E+14;0.001338;0.007972;0.007972;
30.017.492/0001-99;01/08/2022;1;14/09/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;116362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;925371.36;61104.79;;82;119292725.76;115398177.82;9,91717E+14;0.000529;0.015649;0.015649;
30.017.492/0001-99;01/09/2022;1;14/10/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;116362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;1193962.81;29478.78;;82;119535319.13;115386251.26;9,91615E+14;0.000365;0.009057;0.009057;
30.017.492/0001-99;01/10/2022;1;14/11/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;116362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;136885.95;37822.54;;82;119453772.14;116353437.37;9,99926E+14;0.000253;0.008382;0.008382;
30.017.492/0001-99;01/11/2022;1;14/12/2022;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;116362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;1291265.42;48926.21;;80;119641190.24;115392926.82;9,91672E+14;0.000255;0.008369;0.008369;
30.017.492/0001-99;01/12/2022;1;16/01/2023;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;INVESTIDORES EM GERAL;BRHUSICTF006;116362;N;N;Desenvolvimento para Renda;Hospital;Ativa;Indeterminado;769668.3;60838.86;0;85;119302267.06;115563688.11;9,93139E+14;0.000262;0.00815;0.00815;0
30.048.651/0001-12;01/01/2022;1;15/02/2022;FII PATRIA;29/03/2019;INVESTIDORES EM GERAL;BRPATCCTF002;3477434;N;N;Desenvolvimento para Renda;Lajes Corporativas;Ativa;Indeterminado;1043230.2;75173.13;0;10596;301191788.12;299994005.76;862687849;0.000251;0.00066725;-0.00280051;0.00346776
30.048.651/0001-12;01/02/2022;2;16/03/2022;FII PATRIA;29/03/2019;INVESTIDORES EM GERAL;BRPATCCTF002;3477434;N;N;Desenvolvimento para Renda;Lajes Corporativas;Ativa;Indeterminado;1043230.2;36165;0;10323;302009818.62;300857960.49;8651723095;0.00012;0.00624787;0.00277075;0.00347712
